5.645,-2.224,0.601,0.01373,1.03
5.747,-2.206,0.61,0.00864,1.03
5.701,-2.188,0.61,0.01245,1.03
5.487,-2.273,0.581,0.00856,1.03
5.542,-2.239,0.591,0.01238,1.03
5.598,-2.205,0.601,0.01369,1.03
5.654,-2.17,0.61,0.01371,1.03
5.754,-2.151,0.619,0.00864,1.03
5.707,-2.134,0.619,0.01245,1.03
5.496,-2.221,0.591,0.00855,1.03
5.551,-2.187,0.601,0.01236,1.03
5.606,-2.152,0.61,0.01368,1.03
5.66,-2.116,0.619,0.01371,1.03
5.771,-2.101,0.628,0.00863,1.03
5.725,-2.084,0.628,0.01244,1.03
5.505,-2.168,0.601,0.00853,1.03
5.56,-2.134,0.61,0.01235,1.03
5.613,-2.099,0.619,0.01367,1.03
5.678,-2.067,0.628,0.01389,1.03
5.779,-2.047,0.637,0.00863,1.03
5.733,-2.03,0.637,0.01244,1.03
5.513,-2.116,0.61,0.00852,1.03
5.566,-2.081,0.619,0.01234,1.03
5.626,-2.048,0.628,0.0141,1.03
5.685,-2.013,0.637,0.0137,1.03
5.787,-1.993,0.646,0.00863,1.03
5.74,-1.976,0.646,0.01243,1.03
5.52,-2.064,0.619,0.00852,1.03
5.574,-2.029,0.628,0.01264,1.03
5.638,-1.996,0.637,0.01366,1.03
5.792,-1.938,0.655,0.00862,1.03
5.745,-1.922,0.655,0.01242,1.03
5.527,-2.012,0.628,0.00852,1.03
5.59,-1.98,0.637,0.01233,1.03
5.693,-1.96,0.646,0.01369,1.03
5.697,-1.906,0.655,0.01369,1.03
5.798,-1.884,0.665,0.00862,1.03
5.751,-1.869,0.665,0.01242,1.03
5.544,-1.963,0.637,0.00851,1.03
5.645,-1.944,0.646,0.01366,1.03
5.649,-1.89,0.655,0.01365,1.03
5.704,-1.853,0.665,0.01368,1.03
5.804,-1.83,0.674,0.00861,1.03
5.757,-1.815,0.674,0.01241,1.03
5.597,-1.927,0.646,0.01247,1.03
5.571,-1.918,0.646,0.01074,1.03
5.55,-1.911,0.646,0.0082,1.03
5.602,-1.874,0.655,0.01232,1.03
5.655,-1.838,0.665,0.01364,1.03
5.709,-1.8,0.674,0.01367,1.03
5.808,-1.776,0.683,0.0086,1.03
5.761,-1.761,0.683,0.0124,1.03
5.555,-1.859,0.655,0.00851,1.03
5.608,-1.822,0.665,0.01232,1.03
5.661,-1.785,0.674,0.01363,1.03
5.713,-1.747,0.683,0.01366,1.03
5.813,-1.722,0.692,0.0086,1.03
5.766,-1.708,0.692,0.01239,1.03
5.561,-1.807,0.665,0.0085,1.03
5.613,-1.77,0.674,0.01231,1.03
5.664,-1.732,0.683,0.01362,1.03
5.718,-1.694,0.692,0.01364,1.03
5.816,-1.668,0.701,0.00859,1.03
5.769,-1.654,0.701,0.01238,1.03
5.566,-1.755,0.674,0.00849,1.03
5.617,-1.717,0.683,0.0123,1.03
5.669,-1.679,0.692,0.01361,1.03
5.721,-1.64,0.701,0.01363,1.03
5.819,-1.614,0.709,0.00859,1.03
5.771,-1.6,0.709,0.01239,1.03
5.569,-1.703,0.683,0.00849,1.03
5.621,-1.665,0.692,0.01228,1.03
5.672,-1.626,0.701,0.01359,1.03
5.723,-1.587,0.709,0.01363,1.03
5.871,-1.573,0.718,0.00844,1.03
5.826,-1.561,0.718,0.01356,1.03
5.574,-1.651,0.692,0.00848,1.03
5.624,-1.613,0.701,0.01227,1.03
5.674,-1.573,0.709,0.01359,1.03
5.753,-1.542,0.718,0.01557,1.03
5.865,-1.517,0.725,0.00844,1.03
5.82,-1.505,0.725,0.01356,1.03
5.576,-1.599,0.701,0.00847,1.03
5.626,-1.56,0.709,0.01226,1.03
5.68,-1.522,0.718,0.01552,1.03
5.747,-1.486,0.725,0.01556,1.03
5.859,-1.461,0.733,0.00842,1.03
5.813,-1.449,0.733,0.01354,1.03
5.578,-1.547,0.709,0.00846,1.03
5.674,-1.467,0.725,0.0155,1.03
5.852,-1.405,0.74,0.00841,1.03
5.806,-1.394,0.74,0.01352,1.03
5.608,-1.503,0.718,0.01342,1.03
5.562,-1.49,0.718,0.0083,1.03
5.74,-1.431,0.733,0.01554,1.03
5.733,-1.376,0.74,0.01552,1.03
5.844,-1.349,0.747,0.00841,1.03
5.798,-1.339,0.747,0.01352,1.03
5.601,-1.449,0.725,0.01339,1.03
5.556,-1.437,0.725,0.00829,1.03
5.667,-1.413,0.733,0.01547,1.03
5.659,-1.359,0.74,0.01545,1.03
5.725,-1.322,0.747,0.01551,1.03
5.856,-1.298,0.754,0.00846,1.03
5.81,-1.288,0.754,0.0136,1.03
5.594,-1.395,0.733,0.01337,1.03
5.548,-1.383,0.733,0.00828,1.03
5.587,-1.341,0.74,0.01335,1.03
5.652,-1.305,0.747,0.01545,1.03
5.737,-1.272,0.754,0.01561,1.03
5.541,-1.33,0.74,0.00826,1.03
5.578,-1.288,0.747,0.01335,1.03
5.663,-1.255,0.754,0.01555,1.03
5.533,-1.277,0.747,0.00826,1.03
5.589,-1.239,0.754,0.01344,1.03
5.543,-1.229,0.754,0.00832,1.03
5.464,0.817,1.021,0.01321,1.03
5.486,0.771,1.02,0.01201,1.03
5.437,0.764,1.012,0.01194,1.03
5.416,0.809,1.013,0.01321,1.03
5.46,0.719,1.012,0.01199,1.03
5.411,0.712,1.004,0.01195,1.03
5.389,0.757,1.005,0.01191,1.03
5.23,1.064,1.004,0.01305,1.03
5.256,1.022,1.006,0.01306,1.03
5.208,1.012,0.997,0.01302,1.03
5.182,1.054,0.995,0.01301,1.03
5.34,0.751,0.997,0.01193,1.03
5.362,0.706,0.997,0.01191,1.03
5.313,0.699,0.989,0.01188,1.03
5.291,0.744,0.989,0.01187,1.03
5.513,0.824,1.029,0.01322,1.03
5.535,0.778,1.028,0.01208,1.03
5.366,0.802,1.005,0.01313,1.03
5.561,0.831,1.037,0.01305,1.03
5.585,0.785,1.036,0.01246,1.03
5.318,0.795,0.997,0.01306,1.03
4.953,1.467,0.955,0.01295,1.03
4.978,1.428,0.959,0.01292,1.03
4.931,1.414,0.951,0.01288,1.03
4.905,1.453,0.946,0.01291,1.03
5.185,1.341,1,0.01308,1.03
5.21,1.299,1.006,0.01309,1.03
5.162,1.287,0.997,0.01305,1.03
5.137,1.329,0.991,0.01304,1.03
5.189,1.246,1.002,0.01305,1.03
5.141,1.234,0.993,0.01301,1.03
5.114,1.275,0.988,0.01301,1.03
5.295,0.934,1.006,0.01312,1.03
5.32,0.89,1.006,0.01314,1.03
5.271,0.882,0.998,0.0131,1.03
5.245,0.925,0.997,0.01308,1.03
5.551,0.194,0.981,0.01206,1.03
5.569,0.146,0.979,0.01162,1.03
5.52,0.145,0.971,0.01201,1.03
5.502,0.192,0.973,0.012,1.03
5.47,0.143,0.964,0.01196,1.03
5.453,0.19,0.966,0.01196,1.03
5.305,1.323,1.024,0.01401,1.03
5.331,1.28,1.029,0.01398,1.03
5.284,1.269,1.02,0.01309,1.03
5.257,1.311,1.015,0.01313,1.03
5.509,0.725,1.02,0.01202,1.03
5.222,0.874,0.989,0.01302,1.03
5.197,0.916,0.989,0.01301,1.03
4.924,1.228,0.951,0.01284,1.03
4.95,1.188,0.956,0.01281,1.03
4.902,1.177,0.947,0.01304,1.03
4.876,1.216,0.942,0.0129,1.03
5.392,0.951,1.022,0.01317,1.03
5.417,0.907,1.022,0.01319,1.03
5.369,0.898,1.014,0.01315,1.03
5.343,0.942,1.014,0.01313,1.03
5.777,0.303,1.024,0.01322,1.03
5.796,0.253,1.022,0.01322,1.03
5.746,0.251,1.014,0.01343,1.03
5.727,0.3,1.017,0.01339,1.03
5.697,0.249,1.007,0.01336,1.03
5.678,0.298,1.009,0.01335,1.03
5.739,0.401,1.028,0.01145,1.03
5.751,0.373,1.027,0.01046,1.03
5.759,0.352,1.026,0.01173,1.03
5.709,0.349,1.019,0.01219,1.03
5.689,0.398,1.02,0.0106,1.03
5.659,0.346,1.011,0.01212,1.03
5.641,0.394,1.013,0.01054,1.03
5.629,0.295,1.002,0.01331,1.03
5.611,0.343,1.004,0.01205,1.03
5.591,0.391,1.006,0.01057,1.03
5.579,0.292,0.995,0.01327,1.03
5.561,0.34,0.997,0.01205,1.03
5.541,0.387,0.998,0.01051,1.03
5.53,0.29,0.987,0.01323,1.03
5.512,0.337,0.989,0.01201,1.03
5.493,0.384,0.991,0.01045,1.03
5.558,0.732,1.028,0.01206,1.03
5.44,0.959,1.031,0.01321,1.03
5.466,0.915,1.031,0.01323,1.03
5.423,1.103,1.039,0.01405,1.03
5.449,1.059,1.04,0.01403,1.03
5.401,1.05,1.032,0.01315,1.03
5.375,1.094,1.03,0.01317,1.03
5.601,0.751,1.036,0.0104,1.03
5.607,0.738,1.036,0.01129,1.03
5.622,0.69,1.034,0.01351,1.03
5.571,0.684,1.026,0.01346,1.03
5.635,0.642,1.032,0.01309,1.03
5.587,0.637,1.025,0.01329,1.03
5.537,0.631,1.017,0.01329,1.03
5.52,0.678,1.018,0.01342,1.03
5.489,0.968,1.039,0.01301,1.03
5.515,0.923,1.039,0.01302,1.03
5.539,0.877,1.038,0.01307,1.03
5.489,0.869,1.03,0.01324,1.03
5.441,0.862,1.022,0.0132,1.03
5.353,1.041,1.023,0.01314,1.03
5.327,1.084,1.022,0.01313,1.03
5.392,0.854,1.013,0.0132,1.03
5.305,1.031,1.015,0.0131,1.03
5.279,1.074,1.013,0.01309,1.03
5,1.481,0.964,0.01295,1.03
5.026,1.441,0.968,0.013,1.03
5.019,1.251,0.969,0.01292,1.03
5.045,1.211,0.974,0.01296,1.03
4.997,1.2,0.965,0.01289,1.03
4.971,1.239,0.96,0.01288,1.03
5.264,0.693,0.981,0.01184,1.03
5.243,0.737,0.981,0.0118,1.03
5.215,0.687,0.973,0.0118,1.03
5.194,0.73,0.973,0.01179,1.03
5.166,0.68,0.965,0.01209,1.03
5.145,0.723,0.965,0.01204,1.03
5.093,1.223,0.983,0.01297,1.03
5.067,1.263,0.978,0.01296,1.03
5.16,1.003,0.989,0.01301,1.03
5.134,1.045,0.987,0.01297,1.03
5.111,0.993,0.98,0.01297,1.03
5.086,1.035,0.978,0.01293,1.03
4.857,1.439,0.938,0.01283,1.03
4.884,1.4,0.942,0.01284,1.03
4.836,1.387,0.933,0.01282,1.03
4.81,1.425,0.929,0.01279,1.03
5.27,0.647,0.979,0.01304,1.03
5.221,0.641,0.971,0.01297,1.03
5.291,0.603,0.978,0.01308,1.03
5.242,0.597,0.971,0.01297,1.03
5.194,0.592,0.963,0.01281,1.03
5.173,0.635,0.963,0.01273,1.03
5.354,0.187,0.951,0.01184,1.03
5.363,0.162,0.95,0.01029,1.03
5.371,0.141,0.95,0.01028,1.03
5.459,1.012,1.038,0.01409,1.03
5.41,1.003,1.03,0.0132,1.03
5.362,0.994,1.021,0.01316,1.03
5.313,0.985,1.013,0.01312,1.03
5.28,1.366,1.019,0.01396,1.03
5.232,1.353,1.01,0.01312,1.03
5.237,1.257,1.011,0.01309,1.03
5.142,1.523,0.989,0.01311,1.03
5.168,1.482,0.994,0.01312,1.03
5.12,1.468,0.985,0.01305,1.03
5.094,1.509,0.981,0.01303,1.03
5.074,1.455,0.977,0.013,1.03
5.047,1.495,0.972,0.01296,1.03
5.265,0.976,1.004,0.01304,1.03
5.217,0.967,0.996,0.01307,1.03
5.48,0.287,0.98,0.01319,1.03
5.463,0.334,0.982,0.01201,1.03
5.443,0.381,0.984,0.01045,1.03
5.168,0.958,0.987,0.01303,1.03
5.062,0.984,0.971,0.0129,1.03
5.037,1.025,0.969,0.01289,1.03
5.484,0.239,0.976,0.01342,1.03
5.435,0.237,0.968,0.01316,1.03
5.431,0.285,0.973,0.01315,1.03
5.385,0.235,0.961,0.01312,1.03
5.382,0.282,0.965,0.01311,1.03
5.403,0.189,0.959,0.01192,1.03
5.421,0.142,0.957,0.01026,1.03
5.014,0.975,0.963,0.01305,1.03
4.989,1.015,0.96,0.01293,1.03
5.314,0.325,0.96,0.01219,1.03
5.332,0.279,0.958,0.01342,1.03
5.275,0.276,0.949,0.0117,1.03
5.257,0.322,0.951,0.01056,1.03
4.788,1.373,0.925,0.013,1.03
4.763,1.411,0.921,0.01288,1.03
4.736,1.358,0.915,0.01121,1.03
4.713,1.396,0.912,0.01112,1.03
4.615,1.544,0.911,0.00826,1.03
4.641,1.508,0.908,0.00968,1.03
4.628,1.504,0.906,0.006,1.03
4.603,1.54,0.909,0.00511,1.03
4.654,1.557,0.919,0.0103,1.03
4.684,1.522,0.916,0.01137,1.03
4.666,1.471,0.908,0.01081,1.03
4.652,1.467,0.905,0.00668,1.03
4.7,1.573,0.927,0.01019,1.03
4.73,1.537,0.925,0.0116,1.03
4.71,1.485,0.916,0.01261,1.03
4.723,1.354,0.913,0.00646,1.03
4.7,1.392,0.909,0.00658,1.03
4.689,1.434,0.909,0.01098,1.03
4.676,1.43,0.907,0.00666,1.03
4.747,1.588,0.936,0.00979,1.03
4.777,1.552,0.933,0.01164,1.03
4.757,1.5,0.925,0.01277,1.03
4.737,1.448,0.918,0.01278,1.03
4.794,1.604,0.945,0.00992,1.03
4.824,1.567,0.942,0.01168,1.03
4.804,1.515,0.933,0.01281,1.03
4.785,1.463,0.926,0.01277,1.03
4.84,1.62,0.953,0.01076,1.03
4.871,1.583,0.95,0.01171,1.03
4.851,1.53,0.942,0.01288,1.03
4.831,1.477,0.935,0.01282,1.03
4.76,1.32,0.919,0.01055,1.03
4.746,1.316,0.917,0.00663,1.03
4.887,1.635,0.962,0.01032,1.03
4.918,1.598,0.959,0.01175,1.03
4.899,1.545,0.951,0.01289,1.03
4.879,1.492,0.944,0.01289,1.03
4.8,1.331,0.927,0.01245,1.03
4.782,1.281,0.923,0.01075,1.03
4.768,1.278,0.921,0.0067,1.03
4.934,1.651,0.971,0.01035,1.03
4.965,1.613,0.968,0.01179,1.03
4.945,1.559,0.959,0.0129,1.03
4.926,1.506,0.952,0.0129,1.03
4.848,1.344,0.936,0.01281,1.03
4.825,1.293,0.931,0.01262,1.03
4.851,1.255,0.937,0.01277,1.03
4.804,1.242,0.928,0.01101,1.03
4.789,1.239,0.925,0.00676,1.03
4.981,1.666,0.979,0.01038,1.03
5.011,1.628,0.976,0.01183,1.03
4.992,1.574,0.968,0.01297,1.03
4.973,1.52,0.961,0.01294,1.03
4.895,1.358,0.944,0.01289,1.03
4.898,1.267,0.946,0.01283,1.03
4.873,1.306,0.941,0.01285,1.03
4.849,1.164,0.937,0.01133,1.03
4.826,1.203,0.932,0.01115,1.03
4.812,1.2,0.93,0.00667,1.03
5.027,1.682,0.988,0.0104,1.03
5.058,1.644,0.985,0.01186,1.03
5.039,1.589,0.976,0.01301,1.03
5.02,1.535,0.969,0.01298,1.03
4.943,1.371,0.953,0.01289,1.03
4.946,1.279,0.955,0.01287,1.03
4.921,1.319,0.95,0.01286,1.03
4.835,1.161,0.934,0.00665,1.03
5.074,1.698,0.997,0.00866,1.03
5.082,1.687,0.996,0.01089,1.03
5.105,1.659,0.994,0.01325,1.03
5.086,1.604,0.985,0.01305,1.03
5.067,1.549,0.978,0.01302,1.03
4.99,1.384,0.962,0.01294,1.03
4.994,1.291,0.964,0.01295,1.03
4.968,1.331,0.959,0.0129,1.03
4.871,1.125,0.941,0.01048,1.03
4.858,1.122,0.938,0.00657,1.03
5.133,1.618,0.994,0.01393,1.03
5.114,1.564,0.987,0.01303,1.03
5.038,1.397,0.971,0.01301,1.03
5.042,1.304,0.973,0.01299,1.03
5.016,1.344,0.968,0.01291,1.03
4.911,1.134,0.948,0.01245,1.03
4.893,1.085,0.945,0.01106,1.03
4.879,1.082,0.942,0.00671,1.03
5.161,1.578,0.995,0.01391,1.03
5.09,1.316,0.982,0.01299,1.03
5.086,1.41,0.98,0.01302,1.03
5.063,1.357,0.976,0.01298,1.03
4.959,1.145,0.958,0.01286,1.03
4.941,1.096,0.954,0.01283,1.03
4.915,1.045,0.949,0.01075,1.03
4.939,1.005,0.951,0.01118,1.03
4.925,1.002,0.949,0.00673,1.03
4.901,1.042,0.946,0.00676,1.03
5.189,1.537,0.998,0.01392,1.03
5.216,1.496,1.002,0.01393,1.03
5.133,1.423,0.988,0.01306,1.03
5.111,1.369,0.986,0.01306,1.03
5.007,1.156,0.967,0.0129,1.03
4.99,1.106,0.963,0.01286,1.03
4.961,0.964,0.953,0.01129,1.03
4.958,1.054,0.956,0.01263,1.03
4.948,0.962,0.951,0.0066,1.03
5.18,1.437,0.997,0.0131,1.03
5.158,1.382,0.995,0.01307,1.03
5.119,0.949,0.979,0.01296,1.03
5.055,1.167,0.976,0.01294,1.03
5.071,0.94,0.97,0.01292,1.03
5.038,1.117,0.972,0.0129,1.03
5.022,0.931,0.962,0.01248,1.03
5.007,1.064,0.965,0.01291,1.03
4.983,0.923,0.955,0.01049,1.03
4.969,0.921,0.953,0.00658,1.03
5.228,1.45,1.006,0.01395,1.03
5.206,1.395,1.004,0.01311,1.03
5.102,1.178,0.985,0.01298,1.03
5.148,0.908,0.98,0.01297,1.03
5.086,1.127,0.981,0.01294,1.03
5.1,0.899,0.972,0.01292,1.03
5.055,1.075,0.974,0.01288,1.03
5.051,0.891,0.964,0.01282,1.03
5.004,0.882,0.956,0.01095,1.03
4.991,0.88,0.954,0.00656,1.03
5.253,1.408,1.013,0.01396,1.03
5.15,1.189,0.994,0.01306,1.03
5.134,1.138,0.99,0.01298,1.03
5.173,0.866,0.981,0.01298,1.03
5.103,1.085,0.983,0.01296,1.03
5.125,0.858,0.973,0.01291,1.03
5.077,0.85,0.965,0.01293,1.03
5.027,0.841,0.956,0.01123,1.03
5.012,0.839,0.954,0.00685,1.03
5.343,0.846,1.005,0.01312,1.03
5.199,1.2,1.003,0.0131,1.03
5.294,0.839,0.997,0.01308,1.03
5.182,1.149,0.999,0.01302,1.03
5.246,0.831,0.989,0.013,1.03
5.152,1.095,0.992,0.01304,1.03
5.198,0.823,0.981,0.013,1.03
5.148,0.815,0.973,0.01299,1.03
5.099,0.808,0.965,0.01303,1.03
5.048,0.8,0.957,0.01132,1.03
5.033,0.797,0.954,0.00689,1.03
5.247,1.211,1.012,0.0131,1.03
5.23,1.159,1.008,0.01306,1.03
5.2,1.105,1.001,0.01301,1.03
5.269,0.787,0.989,0.01309,1.03
5.219,0.78,0.981,0.01305,1.03
5.171,0.773,0.973,0.01297,1.03
5.122,0.765,0.965,0.01312,1.03
5.069,0.757,0.957,0.01141,1.03
5.054,0.755,0.954,0.00681,1.03
5.295,1.222,1.021,0.01314,1.03
5.278,1.17,1.017,0.0131,1.03
5.247,1.115,1.009,0.01305,1.03
5.089,0.715,0.956,0.01049,1.03
5.075,0.713,0.954,0.00613,1.03
5.343,1.233,1.031,0.01399,1.03
5.326,1.181,1.026,0.01318,1.03
5.295,1.126,1.018,0.01312,1.03
5.109,0.673,0.956,0.01053,1.03
5.095,0.671,0.954,0.00607,1.03
5.374,1.191,1.035,0.01379,1.03
5.343,1.136,1.027,0.01316,1.03
5.129,0.63,0.956,0.01086,1.03
5.115,0.628,0.954,0.00669,1.03
5.392,1.146,1.036,0.01423,1.03
5.336,0.233,0.954,0.01286,1.03
5.291,0.231,0.947,0.01094,1.03
5.147,0.586,0.956,0.011,1.03
5.133,0.585,0.954,0.00675,1.03
5.214,0.548,0.963,0.0129,1.03
5.166,0.543,0.956,0.01113,1.03
5.277,0.23,0.945,0.00678,1.03
5.152,0.541,0.953,0.00681,1.03
5.261,0.276,0.947,0.00678,1.03
5.221,0.411,0.954,0.01048,1.03
5.239,0.366,0.953,0.00919,1.03
5.225,0.365,0.951,0.00541,1.03
5.206,0.41,0.952,0.00624,1.03
5.184,0.499,0.956,0.01135,1.03
5.169,0.498,0.954,0.00692,1.03
5.412,0.331,0.974,0.01194,1.03
5.394,0.377,0.976,0.01044,1.03
5.364,0.328,0.967,0.0119,1.03
5.344,0.374,0.969,0.01041,1.03
5.243,0.321,0.949,0.00608,1.03
5.203,0.455,0.955,0.01146,1.03
5.188,0.454,0.953,0.00693,1.03
5.319,0.653,0.986,0.01312,1.03
5.295,0.37,0.961,0.01056,1.03
5.262,0.553,0.971,0.01302,1.03
5.276,0.415,0.962,0.01204,1.03
5.256,0.46,0.963,0.01314,1.03
5.235,0.504,0.964,0.01305,1.03
5.369,0.659,0.994,0.01312,1.03
5.341,0.609,0.986,0.01312,1.03
5.312,0.558,0.978,0.0131,1.03
5.325,0.419,0.97,0.01184,1.03
5.304,0.464,0.97,0.01302,1.03
5.284,0.509,0.971,0.01304,1.03
5.418,0.665,1.002,0.01322,1.03
5.39,0.614,0.994,0.0131,1.03
5.362,0.564,0.986,0.0131,1.03
5.374,0.423,0.977,0.01187,1.03
5.353,0.468,0.978,0.01313,1.03
5.334,0.514,0.979,0.01311,1.03
5.469,0.671,1.01,0.01338,1.03
5.439,0.62,1.002,0.01313,1.03
5.411,0.569,0.994,0.01314,1.03
5.423,0.427,0.985,0.01197,1.03
5.403,0.473,0.986,0.01313,1.03
5.383,0.518,0.986,0.01308,1.03
5.488,0.625,1.009,0.01321,1.03
5.46,0.574,1.001,0.01315,1.03
5.473,0.431,0.992,0.01198,1.03
5.452,0.477,0.993,0.01314,1.03
5.431,0.523,0.994,0.01316,1.03
5.508,0.579,1.009,0.01322,1.03
5.521,0.435,0.999,0.01201,1.03
5.501,0.481,1,0.01321,1.03
5.481,0.528,1.001,0.0132,1.03
5.558,0.584,1.017,0.0133,1.03
5.571,0.438,1.007,0.01205,1.03
5.55,0.486,1.008,0.01329,1.03
5.53,0.532,1.009,0.01324,1.03
5.607,0.589,1.025,0.0133,1.03
5.62,0.442,1.014,0.01205,1.03
5.6,0.49,1.016,0.01333,1.03
5.58,0.537,1.016,0.01328,1.03
5.656,0.595,1.032,0.0131,1.03
5.669,0.446,1.022,0.01215,1.03
5.65,0.494,1.023,0.01333,1.03
5.628,0.542,1.024,0.01332,1.03
5.719,0.45,1.029,0.01134,1.03
