6.222801652323653343e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.216742092876546444e+00,0.000000000000000000e+00,1.186683856814374077e-01
6.198757394055149028e+00,0.000000000000000000e+00,2.335416925300583812e-01
6.169113502016442929e+00,0.000000000000000000e+00,3.431512719040464843e-01
6.128192795449851182e+00,0.000000000000000000e+00,4.472100367960040179e-01
6.077501942400731494e+00,0.000000000000000000e+00,5.438461096661096894e-01
6.019775164371595544e+00,0.000000000000000000e+00,6.296078617822249424e-01
5.957166997518609008e+00,0.000000000000000000e+00,7.024786694973396139e-01
5.890316303717478164e+00,0.000000000000000000e+00,7.635210471936829668e-01
5.820581308456796776e+00,0.000000000000000000e+00,8.146855932623375818e-01
5.752137516869516354e+00,0.000000000000000000e+00,8.559420729103470737e-01
5.689308400057503157e+00,0.000000000000000000e+00,8.857639876708758297e-01
5.631780919775148497e+00,0.000000000000000000e+00,9.037738064030467200e-01
5.575626226123384654e+00,0.000000000000000000e+00,9.109320425504465746e-01
5.521101971436519484e+00,0.000000000000000000e+00,9.064120408436796561e-01
5.477444761081869729e+00,0.000000000000000000e+00,8.858765747110983746e-01
5.456873743888619899e+00,0.000000000000000000e+00,8.447758448201810877e-01
5.463825656494941008e+00,0.000000000000000000e+00,7.834272132444156655e-01
5.491911538060712417e+00,0.000000000000000000e+00,7.074818977418874111e-01
5.530929127472832718e+00,0.000000000000000000e+00,6.227345981369611927e-01
5.574042202344130281e+00,0.000000000000000000e+00,5.302898596706534518e-01
5.617526298577218746e+00,0.000000000000000000e+00,4.275829771766523346e-01
5.656879736431586814e+00,0.000000000000000000e+00,3.134169257394641139e-01
5.686389994731610109e+00,0.000000000000000000e+00,1.906356684534683543e-01
5.701899851651262452e+00,0.000000000000000000e+00,6.384742709790490467e-02
5.701899851651262452e+00,0.000000000000000000e+00,-6.384742709790416915e-02
5.686389994731610109e+00,0.000000000000000000e+00,-1.906356684534677159e-01
5.656879736431586814e+00,0.000000000000000000e+00,-3.134169257394635588e-01
5.617526298577218746e+00,0.000000000000000000e+00,-4.275829771766521126e-01
5.574042202344131169e+00,0.000000000000000000e+00,-5.302898596706528966e-01
5.530929127472831830e+00,0.000000000000000000e+00,-6.227345981369607486e-01
5.491911538060711528e+00,0.000000000000000000e+00,-7.074818977418870780e-01
5.463825656494939231e+00,0.000000000000000000e+00,-7.834272132444152215e-01
5.456873743888618122e+00,0.000000000000000000e+00,-8.447758448201809767e-01
5.477444761081868840e+00,0.000000000000000000e+00,-8.858765747110982636e-01
5.521101971436518596e+00,0.000000000000000000e+00,-9.064120408436797671e-01
5.575626226123384654e+00,0.000000000000000000e+00,-9.109320425504465746e-01
5.631780919775148497e+00,0.000000000000000000e+00,-9.037738064030467200e-01
5.689308400057503157e+00,0.000000000000000000e+00,-8.857639876708763849e-01
5.752137516869515466e+00,0.000000000000000000e+00,-8.559420729103474068e-01
5.820581308456798553e+00,0.000000000000000000e+00,-8.146855932623379148e-01
5.890316303717478164e+00,0.000000000000000000e+00,-7.635210471936832999e-01
5.957166997518608120e+00,0.000000000000000000e+00,-7.024786694973397250e-01
6.019775164371595544e+00,0.000000000000000000e+00,-6.296078617822253864e-01
6.077501942400730606e+00,0.000000000000000000e+00,-5.438461096661100225e-01
6.128192795449851182e+00,0.000000000000000000e+00,-4.472100367960047951e-01
6.169113502016442041e+00,0.000000000000000000e+00,-3.431512719040469284e-01
6.198757394055149028e+00,0.000000000000000000e+00,-2.335416925300593527e-01
6.216742092876545556e+00,0.000000000000000000e+00,-1.186683856814380600e-01
6.222801652323653343e+00,0.000000000000000000e+00,-2.288334135048610690e-16
6.139310203570158997e+00,7.915763947923686317e-01,3.455327511681206137e-02
6.122193155931929809e+00,7.893693958935218413e-01,1.465803277260675774e-01
6.094224985420659380e+00,7.857632996305612405e-01,2.584499813130290424e-01
6.056087134666750416e+00,7.808459683011631514e-01,3.666116091582490855e-01
6.008703423464337945e+00,7.747365152776498620e-01,4.686849531476233732e-01
5.953728972880648840e+00,7.676483447901213397e-01,5.643632954249543365e-01
5.892810420476132904e+00,7.597937672416055221e-01,6.532495909500982689e-01
5.827073539966145077e+00,7.513179350791041600e-01,7.330130241418381098e-01
5.757540165925093767e+00,7.423525992814183905e-01,8.006633171019136297e-01
5.685483622874019538e+00,7.330619368652399048e-01,8.550563513502354995e-01
5.612315008279167294e+00,7.236278887014471195e-01,8.971614171528612403e-01
5.539811270324809023e+00,7.142795668874578618e-01,9.280508372749944890e-01
5.470487965537645714e+00,7.053413165207302882e-01,9.475726318143534721e-01
5.406662969385558348e+00,6.971119945486419223e-01,9.552167448438898534e-01
5.348629339714854325e+00,6.896293865962473957e-01,9.514870750257776733e-01
5.294952930745628450e+00,6.827085800417012074e-01,9.376270165500820708e-01
5.246000887669659996e+00,6.763969130154509068e-01,9.139146418770610625e-01
5.206851169389246081e+00,6.713491158157711691e-01,8.786683703803566114e-01
